PMID,Title,Abstract,Authors,Journal,Publication Year,Keywords,DOI,Affiliations,MeSH Terms,Grant Support,Publication Types
38250846,Exploring post-SEPSIS and post-COVID-19 syndromes: crossovers from pathophysiology to therapeutic approach.,"Sepsis, driven by several infections, including COVID-19, can lead to post-sepsis syndrome (PSS) and post-acute sequelae of COVID-19 (PASC). Both these conditions share clinical and pathophysiological similarities, as survivors face persistent multi-organ dysfunctions, including respiratory, cardiovascular, renal, and neurological issues. Moreover, dysregulated immune responses, immunosuppression, and hyperinflammation contribute to these conditions. The lack of clear definitions and diagnostic criteria hampers comprehensive treatment strategies, and a unified therapeutic approach is significantly needed. One potential target might be the renin-angiotensin system (RAS), which plays a significant role in immune modulation. In fact, RAS imbalance can exacerbate these responses. Potential interventions involving RAS include ACE inhibitors, ACE receptor blockers, and recombinant human ACE2 (rhACE2). To address the complexities of PSS and PASC, a multifaceted approach is required, considering shared immunological mechanisms and the role of RAS. Standardization, research funding, and clinical trials are essential for advancing treatment strategies for these conditions.","Darcy Holmes, Marta Colaneri, Emanuele Palomba, Andrea Gori",Frontiers in medicine,2023,angiotensin-converting enzyme 2 (ACE2); immune dysfunction; post-acute sequelae of COVID-19 (PASC); post-sepsis syndrome (PSS); renin-angiotensin system (RAS),10.3389/fmed.2023.1280951,"Infectious Diseases Unit, Foundation IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy.; Department of Infectious Diseases, Luigi Sacco Hospital, Milan, Italy.; Department of Infectious Diseases, Luigi Sacco Hospital, Milan, Italy.; Department of Infectious Diseases, Luigi Sacco Hospital, Milan, Italy.",N/A,N/A,Journal Article; Review
38249978,"Editorial: Impact of gut ecosystem in health and diseases: microbiome, mucosal barrier and cytokine milieu.",N/A,"Akihito Harusato, Hirohito Abo, Yoshito Itoh, Timothy L Denning",Frontiers in microbiology,2023,AIEC; colitis associated cancer; cytokine; health; microbiome; mucosal barrier; probiotics,10.3389/fmicb.2023.1345703,"Molecular Gastroenterology and Hepatology, Graduate School of Medical Science, Kyoto Prefectural University of Medicine, Kyoto, Japan.; Center for Inflammation, Immunity, and Infection, Institute for Biomedical Sciences, Georgia State University, Atlanta, GA, United states.; Molecular Gastroenterology and Hepatology, Graduate School of Medical Science, Kyoto Prefectural University of Medicine, Kyoto, Japan.; Center for Inflammation, Immunity, and Infection, Institute for Biomedical Sciences, Georgia State University, Atlanta, GA, United states.",N/A,N/A,Editorial
38249480,Climate Stressors and Physiological Dysregulations: Mechanistic Connections to Pathologies.,"This review delves into the complex relationship between environmental factors, their mechanistic cellular and molecular effects, and their significant impact on human health. Climate change is fueled by industrialization and the emission of greenhouse gases and leads to a range of effects, such as the redistribution of disease vectors, higher risks of disease transmission, and shifts in disease patterns. Rising temperatures pose risks to both food supplies and respiratory health. The hypothesis addressed is that environmental stressors including a spectrum of chemical and pathogen exposures as well as physical and psychological influences collectively impact genetics, metabolism, and cellular functions affecting physical and mental health. The objective is to report the mechanistic associations linking environment and health. As environmental stressors intensify, a surge in health conditions, spanning from allergies to neurodegenerative diseases, becomes evident; however, linkage to genetic-altered proteomics is more hidden. Investigations positing that environmental stressors cause mitochondrial dysfunction, metabolic syndrome, and oxidative stress, which affect missense variants and neuro- and immuno-disorders, are reported. These disruptions to homeostasis with dyslipidemia and misfolded and aggregated proteins increase susceptibility to cancers, infections, and autoimmune diseases. Proposed interventions, such as vitamin B supplements and antioxidants, target oxidative stress and may aid mitochondrial respiration and immune balance. The mechanistic interconnections of environmental stressors and disruptions in health need to be unraveled to develop strategies to protect public health.","Hajar Heidari, David A Lawrence",International journal of environmental research and public health,2023,autoimmune disease; chaperones; folate; metabolites; mitochondria; oxidative stress,10.3390/ijerph21010028,"Department of Biomedical Sciences, University at Albany School of Public Health, Rensselaer, NY 12144, USA.; Department of Biomedical Sciences, University at Albany School of Public Health, Rensselaer, NY 12144, USA.",Humans; Animals; Antioxidants; Autoimmune Diseases; Climate Change; Dietary Supplements; Disease Vectors,R01 ES025584 (NIEHS NIH HHS); R33 HD105613 (NICHD NIH HHS); R33HD105613 (NIH HHS),Journal Article; Review
38248493,The molecular fingerprint of neuroinflammation in COVID-19: A comprehensive discussion on molecular mechanisms of neuroinflammation due to SARS-COV2 antigens.,"Severe acute respiratory syndrome coronavirus 2 attacks the neural system directly and indirectly via various systems, such as the nasal cavity, olfactory system, and facial nerves. Considering the high energy requirement, lack of antioxidant defenses, and high amounts of metal ions in the brain, oxidative damage is very harmful to the brain. Various neuropathic pain conditions, neurological disorders, and neuropsychiatric complications were reported in Coronavirus disease 2019, prolonged Coronavirus disease 2019, and after Coronavirus disease 2019 immunization. This manuscript offers a distinctive outlook on the interconnectedness between neurology and neuropsychiatry through its meticulous analysis of complications.","Zeinab Deris Zayeri, Mehdi Torabizadeh, Masoud Kargar, Hashem Kazemi",Behavioural brain research,2024,Coronavirus disease 2019; Molecular mechanism; Myalgic encephalomyelitis/chronic fatigue syndrome; Neuro-immune response,10.1016/j.bbr.2024.114868,"Golestan Hospital Clinical Research Development Unit, Ahvaz Jundishapur University of Medical Sciences, Ahvaz, Iran. Electronic address: zeynabderisgenetice@gmail.com.; Golestan Hospital Clinical Research Development Unit, Ahvaz Jundishapur University of Medical Sciences, Ahvaz, Iran.; Health Research Institute, Research Center of Thalassemia & Hemoglobinopathy, Ahvaz Jundishapur University of Medical Sciences, Ahvaz, Iran.; Department of Biology, Dezful Branch, Islamic Azad University, Dezful, Iran.","Humans; COVID-19; RNA, Viral; Neuroinflammatory Diseases; SARS-CoV-2; Cytokines; Nervous System Diseases",N/A,Journal Article; Review
38246395,Enhancing Human Papillomavirus Vaccination Rates through Better Knowledge? Insights from a Survey among German Medical Students.,"Vaccination against human papillomavirus (HPV) significantly reduces the risk for malignant diseases like cervix, anal, or penile cancer. However, although vaccination rates are rising, they are still too low mirroring a lack of disease awareness in the community. This study aims to evaluate knowledge about HPV vaccination as well as the vaccination rate among German medical students.","Cem Aksoy, Philipp Reimold, Annika Schumann, Laila Schneidewind, Philipp Karschuck, Luka Flegar, Marianne Leitsmann, Hendrik Heers, Johannes Huber, Aristeidis Zacharis, Andreas Ihrig",Urologia internationalis,2024,Human papillomavirus; Medical knowledge; Medical students; Prevention; Vaccination rate,10.1159/000536257,"Department of Urology, University Hospital Marburg, Marburg, Germany.; Department of Urology, University Hospital Marburg, Marburg, Germany.; Department of Nuclear Medicine, Philipps-University Marburg, Marburg, Germany.; Department of Urology, University Medical Center Rostock, Rostock, Germany.; Department of Urology, University Hospital Marburg, Marburg, Germany.; Department of Urology, University Hospital Marburg, Marburg, Germany.; Department of Urology, Medical University Graz, Graz, Austria.; Department of Urology, University Hospital Marburg, Marburg, Germany.; Department of Urology, University Hospital Marburg, Marburg, Germany.; Department of Urology, University Hospital Marburg, Marburg, Germany.; Division of Psychooncology, Department of General Internal Medicine and Psychosomatic, University Hospital Heidelberg, Heidelberg, Germany.","Humans; Male; Female; Young Adult; Adult; Students, Medical; Papillomavirus Infections; Uterine Cervical Neoplasms; Health Knowledge, Attitudes, Practice; Papillomavirus Vaccines; Surveys and Questionnaires; Human Papillomavirus Viruses; Vaccination",N/A,Journal Article
38246131,Sulphur Amino Acids: How Important is it to Set Reference Ranges for Each Population?,"Metabolism of sulfur amino acids requires an optimal interplay between nutritional demand, enzymes, transporters, and adequate dietary intake of B vitamins. Insufficient intake and excess are detrimental, and concentrations depend on health status. However, plasma aminothiol concentrations, previously reported in healthy subjects using highly sensitive methods, vary considerably, and age- and gender differences were observed. Therefore, defining age- and gender-specific ranges for each population is crucial to evaluate the meaning of plasma thiol redox state in health and disease.","Helena Caldeira Araújo, Cristina Florindo, Alexandra Gomes, João Caio, Rita Castro, Isabel Rivera","Endocrine, metabolic & immune disorders drug targets",2024,Sulphur amino acids; age; nutrition; pediatric,10.2174/0118715303282774231128053723,"Faculdade de Ciências da Vida, Projeto Medicina, Universidade da Madeira, Funchal, Portugal.; Laboratory of Metabolism and Genetics, Department of Pharmaceutical Sciences and Medicines, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, Portugal.; Laboratory of Metabolism and Genetics, Department of Pharmaceutical Sciences and Medicines, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, Portugal.; Laboratory of Metabolism and Genetics, Department of Pharmaceutical Sciences and Medicines, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, Portugal.; Laboratory of Metabolism and Genetics, Department of Pharmaceutical Sciences and Medicines, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, Portugal.; Laboratory of Metabolism and Genetics, Department of Pharmaceutical Sciences and Medicines, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, Portugal.",N/A,N/A,Journal Article
38243971,"sCD163, sCD28, sCD80, and sCTLA-4 as soluble marker candidates for detecting immunosenescence.","Inflammaging, the characteristics of immunosenescence, characterized by continuous chronic inflammation that could not be resolved. It is not only affect older people but can also occur in young individuals, especially those suffering from chronic inflammatory conditions such as autoimmune disease, malignancy, or chronic infection. This condition led to altered immune function and as consequent immune function is reduced. Detection of immunosenescence has been done by examining the immune risk profile (IRP), which uses flow cytometry. These tests are not always available in health facilities, especially in developing countries and require fresh whole blood samples. Therefore, it is necessary to find biomarkers that can be tested using stored serum to make it easier to refer to the examination. Here we proposed an insight for soluble biomarkers which represented immune cells activities and exhaustion, namely sCD163, sCD28, sCD80, and sCTLA-4. Those markers were reported to be elevated in chronic diseases that caused early aging and easily detected from serum samples using ELISA method, unlike IRP. Therefore, we conclude these soluble markers are beneficial to predict pathological condition of immunosenescence.","Andrea Aprilia, Kusworini Handono, Hidayat Sujuti, Akhmad Sabarudin, Nuning Winaris",Immunity & ageing : I & A,2024,Aging; Biomarker; Immune system; Immunosenescence; Soluble marker,10.1186/s12979-023-00405-0,"Doctoral Program in Medical Science, Faculty of Medicine, Universitas Brawijaya, Malang, Indonesia.; Clinical Pathology Department, Faculty of Medicine, Universitas Brawijaya, Veteran Street, Malang, East Java, 65145, Indonesia. rinihandono.fk@ub.ac.id.; Opthamology Department, Faculty of Medicine, Universitas Brawijaya, Malang, Indonesia.; Chemistry Department, Faculty of Mathematics and Science, Universitas Brawijaya, Malang, Indonesia.; Department of Parasitology, Faculty of Medicine, Universitas Brawijaya, Malang, Indonesia.",N/A,N/A,Journal Article; Review
38243300,Peripheral blood regulatory B and T cells are decreased in patients with focal epilepsy.,"Patients with focal epilepsy of unknown cause (FEoUC) may display T cell infiltration in post-surgery brain specimens and increased serum levels of pro-inflammatory cytokines produced by B and T cells, indicating potential involvement of adaptive immunity. Our study aimed to investigate the peripheral blood distribution of B and T cell subgroups to find clues supporting the distinct organization of adaptive immunity in FEoUC. Twenty-two patients with FEoUC and 25 age and sex matched healthy individuals were included. Peripheral blood mononuclear cells were immunophenotyped by flow cytometry. Expression levels of anti-inflammatory cytokines and FOXP3 were measured by real-time PCR. Carboxyfluorescein succinimidyl ester (CFSE) proliferation assay was conducted using CD4","Elif Sanli, Nermin Gorkem Sirin, Cem Ismail Kucukali, Betul Baykan, Canan Aysel Ulusoy, Nerses Bebek, Vuslat Yilmaz, Erdem Tuzun",Journal of neuroimmunology,2024,Epilepsy; IL-10; Regulatory B cell; Regulatory T cell,10.1016/j.jneuroim.2024.578287,"Department of Neuroscience, Aziz Sancar Institute of Experimental Medicine, Istanbul University, Istanbul, Turkey; Institute of Graduate Studies in Health Sciences, Istanbul University, Istanbul, Turkey.; Department of Neurology, Istanbul Faculty of Medicine, Istanbul University, Istanbul, Turkey.; Department of Neuroscience, Aziz Sancar Institute of Experimental Medicine, Istanbul University, Istanbul, Turkey.; Department of Neurology, Istanbul Faculty of Medicine, Istanbul University, Istanbul, Turkey; Department of Neurology, EMAR Medical Center, Istanbul, Turkey.; Department of Neuroscience, Aziz Sancar Institute of Experimental Medicine, Istanbul University, Istanbul, Turkey.; Department of Neurology, Istanbul Faculty of Medicine, Istanbul University, Istanbul, Turkey.; Department of Neuroscience, Aziz Sancar Institute of Experimental Medicine, Istanbul University, Istanbul, Turkey. Electronic address: vuslat.yilmaz@istanbul.edu.tr.; Department of Neuroscience, Aziz Sancar Institute of Experimental Medicine, Istanbul University, Istanbul, Turkey.","Humans; Leukocytes, Mononuclear; T-Lymphocytes, Regulatory; Cytokines; Epilepsies, Partial; Forkhead Transcription Factors; Th17 Cells",N/A,"Journal Article; Research Support, Non-U.S. Gov't"
38241950,"Role of CD20+ T cells in cancer, autoimmunity and obesity.","Despite the known link between obesity and insulin resistance (IR) to chronic low-grade inflammation, new markers capable of early IR detection are needed. Immune cells are components of adipose tissue's (AT) stromal vascular fraction (SVF) that regulate AT homeostasis. The altered phenotype and function of AT-infiltrating immune cells may contribute to the development and maintenance of local AT inflammation observed under obesity-induced IR conditions. Impaired AT-specific immunometabolic function may influence the whole organism. Therefore, AT-infiltrating immune cells may be important players in the development of obesity-related metabolic complications, such as type 2 diabetes mellitus (T2DM). B and T cells, particularly CD20+ T cells, play important roles in human pathology, such as autoimmune disease and cancer. However, the question remains as to whether CD20+ T cells have an important contribution to the development of obesity-related IR. While circulating CD20+ T cells are mostly of the central memory phenotype (i.e. antigen-experienced T cells with the ability to home to secondary lymphoid organs), tissues-infiltrated CD20+ T cells are predominantly of the effector memory phenotype (i.e. antigen-experienced T cells that preferentially infiltrate peripheral tissues). The latter produce pro-inflammatory cytokines, such as IFN-γ and IL-17, which play a role in obesity-related IR development. This review describes the CD20 molecule and its presence in both B and T cells, shedding light on its ontogeny and function, in health and disease, with emphasis on AT. The link between CD20+ T cell dysregulation, obesity, and IR development supports the role of CD20+ T cells as markers of adipose tissue dysmetabolism.","Aryane Cruz Oliveira Pinho, Paula Laranjeira, Eugenia Carvalho",The Journal of endocrinology,2024,CD20; CD20+ T cell; human pathophysiology; inflammation; obesity,10.1530/JOE-23-0242,"CNC-UC - Center for Neuroscience and Cell Biology, University of Coimbra, Coimbra, Portugal.; CNC-UC - Center for Neuroscience and Cell Biology, University of Coimbra, Coimbra, Portugal.; CNC-UC - Center for Neuroscience and Cell Biology, University of Coimbra, Coimbra, Portugal.","Humans; Autoimmunity; Diabetes Mellitus, Type 2; Adipose Tissue; Obesity; T-Lymphocytes; Inflammation; Neoplasms; Insulin Resistance",N/A,"Review; Journal Article; Research Support, Non-U.S. Gov't"
38236766,Immune-Related Adverse Events and Survival Among Patients With Metastatic NSCLC Treated With Immune Checkpoint Inhibitors.,"Immune-related adverse events (irAEs) secondary to immune checkpoint inhibitor (ICI) therapy reportedly improve overall survival (OS) in patients with non-small cell lung cancer (NSCLC). However, studies have been small and the association between irAE severity and OS remains poorly defined.","Sarah Cook, Vanessa Samuel, Daniel E Meyers, Igor Stukalin, Ishjot Litt, Randeep Sangha, Don G Morris, Daniel Y C Heng, Aliyah Pabani, Michelle Dean, Vishal Navani",JAMA network open,2024,N/A,10.1001/jamanetworkopen.2023.52302,"Department of Medical Oncology, University of Calgary, Calgary, Alberta, Canada.; Department of Medical Oncology, University of Calgary, Calgary, Alberta, Canada.; Department of Medical Oncology, University of Manitoba, Winnipeg, Manitoba, Canada.; Department of Medical Oncology, University of Calgary, Calgary, Alberta, Canada.; Department of Medical Oncology, University of Calgary, Calgary, Alberta, Canada.; Cross Cancer Institute, Edmonton, Alberta, Canada.; Tom Baker Cancer Centre, Calgary, Alberta, Canada.; Tom Baker Cancer Centre, Calgary, Alberta, Canada.; Department of Oncology, Johns Hopkins University, Baltimore, Maryland.; Department of Medical Oncology, University of Calgary, Calgary, Alberta, Canada.; Tom Baker Cancer Centre, Calgary, Alberta, Canada.","Aged; Female; Humans; Male; Middle Aged; Alberta; Carcinoma, Non-Small-Cell Lung; Cohort Studies; Immune Checkpoint Inhibitors; Lung Neoplasms; Outpatients; Retrospective Studies; Adolescent; Adult",N/A,Journal Article; Observational Study
38236598,D-2-hydroxyglutarate supports a tolerogenic phenotype with lowered major histocompatibility class II expression in non-malignant dendritic cells and acute myeloid leukemia cells.,"D-2-hydroxyglutarate (D-2-HG) accumulates in patients with acute myeloid leukemia (AML) with mutated isocitrate dehydrogenase (IDH) and in other malignancies. D-2-HG suppresses antitumor T-cell immunity but little is known about potential effects on non-malignant myeloid cells. Here we show that D-2-HG impairs human but not murine dendritic cell differentiation, resulting in a tolerogenic phenotype with low major histocompatibility class II expression. In line with this, IDH-mutated AML blasts exhibited lower expression of HLA-DP and were less susceptible to lysis by HLA-DP-specific T cells. Interestingly, besides its expected impact on DNA demethylation, D-2-HG reprogrammed metabolism towards increased lactate production in dendritic cells and AML. Vitamin C accelerated DNA demethylation, but only the combination of vitamin C and glycolytic inhibition lowered lactate levels and supported major histocompatibility complex class II expression. Our results indicate an unexpected link between the immunosuppressive metabolites 2-HG and lactic acid and suggest a potentially novel therapeutic strategy with combinations of anti-glycolytic drugs and epigenetic modulators (hypomethylating agents) or other therapeutics for the treatment of AML.","Kathrin Hammon, Kathrin Renner, Michael Althammer, Florian Voll, Nathalie Babl, Sonja-Maria Decking, Peter J Siska, Carina Matos, Zugey Elizabeth Cárdenas Conejo, Karina Mendes, Friederike Einwag, Heiko Siegmund, Sabine Iberl, Raffaela S Berger, Katja Dettmer, Rebecca Schoenmehl, Christoph Brochhausen, Wolfgang Herr, Peter J Oefner, Michael Rehli, Simone Thomas, Marina Kreutz",Haematologica,2024,N/A,10.3324/haematol.2023.283597,"Department of Internal Medicine III, University Hospital Regensburg; Regensburg, Germany; LIT - Leibniz Institute for Immunotherapy; Regensburg.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg, Germany; LIT - Leibniz Institute for Immunotherapy; Regensburg, Germany; Department of Otorhinolaryngology, University Hospital Regensburg, Regensburg.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg.; LIT - Leibniz Institute for Immunotherapy; Regensburg.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg.; Department of Otorhinolaryngology, University Hospital Regensburg, Regensburg.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg, Germany; Present address: Universidade Católica Portuguesa, Center for Interdisciplinary Research in Health (CIIS), Institute of Health Sciences (ICS); Viseu.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg.; Institute of Pathology, University of Regensburg; Regensburg.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg.; Institute of Functional Genomics, University of Regensburg; Regensburg.; Institute of Functional Genomics, University of Regensburg; Regensburg.; Institute of Pathology, University Medical Center Mannheim, University Heidelberg, Mannheim.; Institute of Pathology, University of Regensburg; Regensburg, Germany; Institute of Pathology, University Medical Center Mannheim, University Heidelberg, Mannheim.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg.; Institute of Functional Genomics, University of Regensburg; Regensburg.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg, Germany; LIT - Leibniz Institute for Immunotherapy; Regensburg.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg, Germany; LIT - Leibniz Institute for Immunotherapy; Regensburg.; Department of Internal Medicine III, University Hospital Regensburg; Regensburg, Germany; LIT - Leibniz Institute for Immunotherapy; Regensburg. marina.kreutz@ukr.de.","Humans; Leukemia, Myeloid, Acute; Dendritic Cells; Glutarates; Mice; Animals; Histocompatibility Antigens Class II; Phenotype; Cell Differentiation; Lactic Acid; Immune Tolerance; Isocitrate Dehydrogenase",N/A,"Journal Article; Research Support, Non-U.S. Gov't; Comment"
38235501,A cross-sectional assessment of the effects of select training modalities on vaccine cold chain management.,Vaccines offer arguably the most cost-effective public health intervention. Vaccine supply chain management which is a critical building block faces many Human resources challenges mainly due to the special attributes of vaccines.,"Aguma Daniel, Joseph Oloro, Innocent Hahirwa, Theogene Rizinde, Marie Francoise Mukanyangezi",Journal of pharmaceutical policy and practice,2024,Lango sub-region Uganda; Vaccines; cold chain knowledge; cold chain management; training,10.1080/20523211.2023.2292717,"EAC Regional Centre of Excellence for Vaccines, Immunization and Health Supply Chain Management, College of Medicine and Health Sciences, University of Rwanda, Kigali, Rwanda.; Department of Pharmacology & Therapeutics (O.J), Mbarara University of Science & Technology, Lira, Uganda.; EAC Regional Centre of Excellence for Vaccines, Immunization and Health Supply Chain Management, College of Medicine and Health Sciences, University of Rwanda, Kigali, Rwanda.; EAC Regional Centre of Excellence for Vaccines, Immunization and Health Supply Chain Management, College of Medicine and Health Sciences, University of Rwanda, Kigali, Rwanda.; EAC Regional Centre of Excellence for Vaccines, Immunization and Health Supply Chain Management, College of Medicine and Health Sciences, University of Rwanda, Kigali, Rwanda.",N/A,N/A,Journal Article
38234993,Ethico-racial positioning in campaigns for COVID-19 research and vaccination featuring public figures.,"This article analyses a set of videos which featured public figures encouraging racially minoritised people in the UK to take the COVID-19 vaccine or get involved in related research. As racially targeted health communication has both potentially beneficial and problematic consequences, it is important to examine this uniquely high-profile case. Using a purposive sample of 10 videos, our thematic content analysis aimed to reveal how racially minoritised people were represented and the types of concerns about the vaccine that were expressed. We found representations of racialised difference that centred on 'community' and invoked shared social experiences. The expressed concerns centred on whether ethnic difference was accounted for in the vaccine's design and development, plus the overarching issue of trust. Our analysis adopts and develops the concept of 'racialisation'; we explore how 'mutuality' underpinned normative calls to action ('ethico-racial imperatives') and how the videos 'responsibilised' racially minoritised people. We discuss two points of tension in this case: the limitations for addressing the causes of mistrust and the risks of reductivism that accompanied the ambiguous notion of community. Our analysis develops scholarship on racialisation in health contexts and provides public health practitioners with insights into the socio-political considerations of racially targeted communications.","Andrew Smart, Ros Williams, Kate Weiner, Lijiaozi Cheng, Francesca Sobande",Sociology of health & illness,2024,COVID‐19; ethnicity; media; public health; race; racialisation,10.1111/1467-9566.13748,"School of Sciences, Bath Spa University, Bath, UK.; Department of Sociological Studies, University of Sheffield, Sheffield, UK.; Department of Sociological Studies, University of Sheffield, Sheffield, UK.; Department of Sociological Studies, University of Sheffield, Sheffield, UK.; School of Journalism, Media and Culture, Cardiff University, Cardiff, UK.",Humans; COVID-19; COVID-19 Vaccines; United Kingdom; Trust; SARS-CoV-2; Vaccination; Racism; Health Communication,RGDA_AS_061221 (Foundation for the Sociology of Health and Illness),Journal Article
38234078,Bangladesh: 50 Years of Advances in Health and Challenges Ahead.,Bangladesh has inspired the rest of the world with its remarkable health achievements over the past half-century. A considerably stronger government investment in health care is now needed to achieve universal health coverage and “Health for All” in Bangladesh.,"Henry B Perry, Ahmed Mushtaque Raza Chowdhury","Global health, science and practice",2024,N/A,10.9745/GHSP-D-23-00419,"Health Systems Program, Department of International Health, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, USA. hperry2@jhu.edu.; James P. Grant School of Public Health, BRAC University, Dhaka, Bangladesh.",N/A,N/A,Journal Article
38233096,The changes in health service utilisation in Malawi during the COVID-19 pandemic.,The COVID-19 pandemic and the restriction policies implemented by the Government of Malawi may have disrupted routine health service utilisation. We aimed to find evidence for such disruptions and quantify any changes by service type and level of health care.,"Bingling She, Tara D Mangal, Anna Y Adjabeng, Tim Colbourn, Joseph H Collins, Eva Janoušková, Ines Li Lin, Emmanuel Mnjowe, Sakshi Mohan, Margherita Molaro, Andrew N Phillips, Paul Revill, Robert Manning Smith, Pakwanja D Twea, Dominic Nkhoma, Gerald Manthalu, Timothy B Hallett",PloS one,2024,N/A,10.1371/journal.pone.0290823,"Department of Infectious Disease Epidemiology, Imperial College London, London, United Kingdom.; Department of Infectious Disease Epidemiology, Imperial College London, London, United Kingdom.; Department of Infectious Disease Epidemiology, Imperial College London, London, United Kingdom.; Institute for Global Health, University College London, London, United Kingdom.; Institute for Global Health, University College London, London, United Kingdom.; Institute for Global Health, University College London, London, United Kingdom.; Institute for Global Health, University College London, London, United Kingdom.; College of Medicine, University of Malawi, Lilongwe, Malawi.; Centre for Health Economics, University of York, York, United Kingdom.; Department of Infectious Disease Epidemiology, Imperial College London, London, United Kingdom.; Institute for Global Health, University College London, London, United Kingdom.; Centre for Health Economics, University of York, York, United Kingdom.; Centre for Advanced Spatial Analysis (CASA), University College London, London, United Kingdom.; Department of Planning and Policy Development, Ministry of Health and Population, Lilongwe, Malawi.; College of Medicine, University of Malawi, Lilongwe, Malawi.; Department of Planning and Policy Development, Ministry of Health and Population, Lilongwe, Malawi.; Department of Infectious Disease Epidemiology, Imperial College London, London, United Kingdom.",Adult; Humans; Child; Pandemics; Malawi; COVID-19; HIV Infections; Health Services; Malnutrition,MR/P028004/1 (Medical Research Council),Journal Article
38232073,Mitochondrial Function in Health and Disease: Responses to Helicobacter pylori Metabolism and Impact in Gastric Cancer Development.,"Mitochondria are major cellular organelles that play an essential role in metabolism, stress response, immunity, and cell fate. Mitochondria are organized in a network with other cellular compartments, functioning as a signaling hub to maintain cells' health. Mitochondrial dysfunctions and genome alterations are associated with diseases including cancer. Mitochondria are a preferential target for pathogens, which have developed various mechanisms to hijack cellular functions for their benefit. Helicobacter pylori is recognized as the major risk factor for gastric cancer development. H. pylori induces oxidative stress and chronic gastric inflammation associated with mitochondrial dysfunction. Its pro-apoptotic cytotoxin VacA interacts with the mitochondrial inner membrane, leading to increased permeability and decreased ATP production. Furthermore, H. pylori induces mitochondrial DNA damage and mutation, concomitant with the development of gastric intraepithelial neoplasia as observed in infected mice. In this chapter, we present diverse aspects of the role of mitochondria as energy supplier and signaling hubs and their adaptation to stress conditions. The metabolic activity of mitochondria is directly linked to biosynthetic pathways. While H. pylori virulence factors and derived metabolites are essential for gastric colonization and niche adaptation, they may also impact mitochondrial function and metabolism, and may have consequences in gastric pathogenesis. Importantly, during its long way to reach the gastric epithelium, H. pylori faces various cellular types along the gastric mucosa. We discuss how the mitochondrial response of these different cells is affected by H. pylori and impacts the colonization and bacterium niche adaptation and point to areas that remain to be investigated.","Javier Torres, Eliette Touati",Current topics in microbiology and immunology,2023,Gastric carcinogenesis; H. pylori; Metabolites; Mitochondria; VacA toxin,10.1007/978-3-031-47331-9_3,"Unidad de Investigacion en Enfermedades Infecciosas, UMAE Pediatriıa, Instituto Mexicano del Seguro Social, Ciudad de Mexico, Mexico.; Equipe DMic01-Infection, Génotoxicité et Cancer, Département de Microbiologie, UMR CNRS 6047, Institut Pasteur, Université Paris Cité, F-75015, Paris, France. eliette.touati@pasteur.fr.",Animals; Mice; Stomach Neoplasms; Helicobacter pylori; Mitochondria; Mitochondrial Membranes,N/A,Journal Article
